month,commodity_name,avg_modal_price,avg_min_price,avg_max_price,state_name,change
01/02/15,Maize,1262.78,1207.78,1299.44,India,16.15
01/01/15,Maize,1246.63,1187.81,1286.51,India,28.93
01/12/14,Maize,1217.7,1148.48,1268.4,India,1.1
01/11/14,Maize,1216.6,1134.84,1281.03,India,-21.52
01/10/14,Maize,1238.12,1172.41,1285.27,India,-48.95
01/09/14,Maize,1287.07,1234.13,1330.93,India,-30.96
01/08/14,Maize,1318.03,1272.38,1363.05,India,27.13
01/07/14,Maize,1290.9,1236.78,1346.76,India,19.02
01/06/14,Maize,1271.88,1207.59,1313.95,India,-15.49
01/05/14,Maize,1287.37,1224.4,1325.19,India,-7.54
01/04/14,Maize,1294.91,1237.11,1336.35,India,4.62
01/03/14,Maize,1290.29,1226.1,1331.07,India,24.19
01/02/14,Maize,1266.1,1205.95,1314.71,India,-3.35
01/01/14,Maize,1269.45,1206.64,1314.21,India,-29.22
01/12/13,Maize,1298.67,1231.17,1348.06,India,-13.13
01/11/13,Maize,1311.8,1243.01,1363.18,India,-16.77
01/10/13,Maize,1328.57,1254.02,1383.76,India,-56.01
01/09/13,Maize,1384.58,1326.17,1434.45,India,21.75
01/08/13,Maize,1362.83,1311.59,1405.27,India,-4.39
01/07/13,Maize,1367.22,1312.82,1409.89,India,30.66
01/06/13,Maize,1336.56,1281.89,1381.62,India,64.22
01/05/13,Maize,1272.34,1224.51,1309.84,India,-24.52
01/04/13,Maize,1296.86,1247.13,1333.47,India,-13.83
01/03/13,Maize,1310.69,1259.67,1346.44,India,0.21
01/02/13,Maize,1310.48,1256.61,1347.65,India,-8.62
01/01/13,Maize,1319.1,1261.28,1360.77,India,-0.49
01/12/12,Maize,1319.59,1255.75,1368.44,India,69.76
01/11/12,Maize,1249.83,1180.72,1302.45,India,28.06
01/10/12,Maize,1221.77,1149.75,1277.53,India,-38.35
01/09/12,Maize,1260.12,1193.36,1313.76,India,18.49
01/08/12,Maize,1241.63,1185.8,1291.05,India,60.84
01/07/12,Maize,1180.79,1126.13,1228.49,India,108.09
01/06/12,Maize,1072.7,1018.84,1114.53,India,-8.28
01/05/12,Maize,1080.98,1031.92,1118.75,India,-41.42
01/04/12,Maize,1122.4,1076.73,1161.02,India,7.38
01/03/12,Maize,1115.02,1071.55,1150.36,India,6.54
01/02/12,Maize,1108.48,1063.13,1146.19,India,8.18
01/01/12,Maize,1100.3,1053.72,1142.48,India,69.33
01/12/11,Maize,1030.97,984.71,1074.7,India,32.83
01/11/11,Maize,998.14,949.16,1039.56,India,23.27
01/10/11,Maize,974.87,923.84,1018.94,India,-51.03
01/09/11,Maize,1025.9,974.52,1070.31,India,-47.95
01/08/11,Maize,1073.85,1024.39,1117.16,India,-17.89
01/07/11,Maize,1091.74,1034.98,1137.79,India,4.11
01/06/11,Maize,1087.63,1028.69,1133.28,India,11.29
01/05/11,Maize,1076.34,1025.73,1113.64,India,-12.36
01/04/11,Maize,1088.7,1038.2,1124.34,India,84.63
01/03/11,Maize,1004.07,962.05,1034.81,India,52.34
01/02/11,Maize,951.73,911.25,980.71,India,12.98
01/01/11,Maize,938.75,896.77,972.74,India,34.17
01/12/10,Maize,904.58,862.6,939.88,India,-1.91
01/11/10,Maize,906.49,862.83,943.68,India,-19.25
01/10/10,Maize,925.74,874.51,968.19,India,-50.07
01/09/10,Maize,975.81,929.85,1015.15,India,-1.28
01/08/10,Maize,977.09,940.23,1010.89,India,-13.13
01/07/10,Maize,990.22,949.56,1025.6,India,41.39
01/06/10,Maize,948.83,906.78,982.12,India,44.99
01/05/10,Maize,903.84,868.15,925.89,India,-0.42
01/04/10,Maize,904.26,868.21,926.21,India,11.27
01/03/10,Maize,892.99,858.43,917.22,India,-7.93
01/02/10,Maize,900.92,866.93,926.97,India,-0.83
01/01/10,Maize,901.75,867.29,930.29,India,
01/03/25,Wheat,2730.88,2572.68,2845.22,India,-161.04
01/02/25,Wheat,2891.92,2743.18,2994.66,India,-37.41
01/01/25,Wheat,2929.33,2794.13,3036.33,India,112.89
01/12/24,Wheat,2816.44,2683.29,2913.31,India,7.23
01/11/24,Wheat,2809.21,2669.12,2924.59,India,81.81
01/10/24,Wheat,2727.4,2597.5,2850.09,India,98.61
01/09/24,Wheat,2628.79,2508.83,2724.91,India,47.77
01/08/24,Wheat,2581.02,2463.45,2671.08,India,70.24
01/07/24,Wheat,2510.78,2403.28,2599.67,India,40.82
01/06/24,Wheat,2469.96,2345.43,2583.33,India,48.22
01/05/24,Wheat,2421.74,2291.63,2564.47,India,36.6
01/04/24,Wheat,2385.14,2249.76,2537.77,India,-45.18
01/03/24,Wheat,2430.32,2266.16,2602.44,India,-29.33
01/02/24,Wheat,2459.65,2333.7,2621.74,India,-82.34
01/01/24,Wheat,2541.99,2433.95,2687.17,India,14.45
01/12/23,Wheat,2527.54,2400.69,2670.89,India,-31.73
01/11/23,Wheat,2559.27,2426.41,2694.58,India,88.88
01/10/23,Wheat,2470.39,2345.84,2600.95,India,70.66
01/09/23,Wheat,2399.73,2295.89,2494.15,India,-20.56
01/08/23,Wheat,2420.29,2307.46,2535.13,India,124.41
01/07/23,Wheat,2295.88,2187.21,2409.7,India,19.76
01/06/23,Wheat,2276.12,2151.65,2400.91,India,46.92
01/05/23,Wheat,2229.2,2101.24,2366.26,India,24.28
01/04/23,Wheat,2204.92,2065.4,2349.89,India,-45.06
01/03/23,Wheat,2249.98,2087.37,2391.34,India,-227.9
01/02/23,Wheat,2477.88,2338.1,2595.28,India,-194.19
01/01/23,Wheat,2672.07,2548.76,2775.84,India,106.37
01/12/22,Wheat,2565.7,2442.68,2670.34,India,88.02
01/11/22,Wheat,2477.68,2350.27,2583.75,India,167.24
01/10/22,Wheat,2310.44,2205.87,2398.84,India,47.99
01/09/22,Wheat,2262.45,2164.62,2340.32,India,7.88
01/08/22,Wheat,2254.57,2156.31,2336.22,India,122.14
01/07/22,Wheat,2132.43,2035.12,2217.2,India,58.73
01/06/22,Wheat,2073.7,1966.93,2175.13,India,-52.06
01/05/22,Wheat,2125.76,2013.53,2233.9,India,12.37
01/04/22,Wheat,2113.39,2000.14,2233.89,India,13
01/03/22,Wheat,2100.39,1975.75,2215.51,India,111.9
01/02/22,Wheat,1988.49,1889.96,2086.05,India,23.04
01/01/22,Wheat,1965.45,1872.38,2052.44,India,15.31
01/12/21,Wheat,1950.14,1857.23,2037.57,India,2.55
01/11/21,Wheat,1947.59,1853.61,2038.19,India,32.02
01/10/21,Wheat,1915.57,1825.69,2004.51,India,44.13
01/09/21,Wheat,1871.44,1784.03,1971.39,India,83.81
01/08/21,Wheat,1787.63,1703.23,1872.92,India,19.57
01/07/21,Wheat,1768.06,1681.65,1858.21,India,-54.85
01/06/21,Wheat,1822.91,1702.23,1912.73,India,-88.63
01/05/21,Wheat,1911.54,1827.14,1975.28,India,24.16
01/04/21,Wheat,1887.38,1800.41,1967.79,India,137.44
01/03/21,Wheat,1749.94,1653.05,1854.34,India,18.13
01/02/21,Wheat,1731.81,1645.22,1818.3,India,-9.54
01/01/21,Wheat,1741.35,1653.96,1834.31,India,77.97
01/12/20,Wheat,1663.38,1579.35,1757.87,India,-43.35
01/11/20,Wheat,1706.73,1614,1814.36,India,22.4
01/10/20,Wheat,1684.33,1599.29,1781.02,India,-16.72
01/09/20,Wheat,1701.05,1621.29,1792.62,India,-81.03
01/08/20,Wheat,1782.08,1707.91,1863.48,India,-53.52
01/07/20,Wheat,1835.6,1761.79,1913.63,India,-32.72
01/06/20,Wheat,1868.32,1782.68,1955.77,India,-38.97
01/05/20,Wheat,1907.29,1833.26,1983.45,India,-19.35
01/04/20,Wheat,1926.64,1868.11,1984.71,India,3.42
01/03/20,Wheat,1923.22,1826,2013.62,India,-137.63
01/02/20,Wheat,2060.85,1970.49,2143.9,India,-65.52
01/01/20,Wheat,2126.37,2033.91,2214.43,India,57.76
01/12/19,Wheat,2068.61,1981.58,2152.47,India,19.78
01/11/19,Wheat,2048.83,1963.26,2130.14,India,45.38
01/10/19,Wheat,2003.45,1931.04,2074.25,India,34.64
01/09/19,Wheat,1968.81,1903.46,2028.91,India,-3.33
01/08/19,Wheat,1972.14,1907.03,2030.5,India,60.48
01/07/19,Wheat,1911.66,1846.05,1973.64,India,32.46
01/06/19,Wheat,1879.2,1804.33,1947.94,India,-3.44
01/05/19,Wheat,1882.64,1802.49,1960.55,India,22.15
01/04/19,Wheat,1860.49,1769.29,1948.63,India,-65.78
01/03/19,Wheat,1926.27,1830.48,2013.97,India,-54.93
01/02/19,Wheat,1981.2,1890.81,2062.31,India,-6.85
01/01/19,Wheat,1988.05,1903.87,2066.81,India,28.73
01/12/18,Wheat,1959.32,1876.14,2042.13,India,25.19
01/11/18,Wheat,1934.13,1851.53,2014.59,India,35.06
01/10/18,Wheat,1899.07,1821.75,1975.6,India,21.88
01/09/18,Wheat,1877.19,1800.29,1965.64,India,7.54
01/08/18,Wheat,1869.65,1790.08,1943.98,India,65.03
01/07/18,Wheat,1804.62,1725.6,1882.74,India,47.72
01/06/18,Wheat,1756.9,1671.32,1832.78,India,7.42
01/05/18,Wheat,1749.48,1666.42,1827.02,India,19.75
01/04/18,Wheat,1729.73,1645.51,1807.77,India,27.26
01/03/18,Wheat,1702.47,1612.04,1791.65,India,24.17
01/02/18,Wheat,1678.3,1602.74,1753.03,India,1.13
01/01/18,Wheat,1677.17,1607.74,1744.96,India,14.8
01/12/17,Wheat,1662.37,1591.16,1731.1,India,4.43
01/11/17,Wheat,1657.94,1584.71,1733.08,India,19.68
01/10/17,Wheat,1638.26,1568.58,1707.46,India,-1.05
01/09/17,Wheat,1639.31,1574.72,1708,India,-8.67
01/08/17,Wheat,1647.98,1587.18,1713.02,India,7.79
01/07/17,Wheat,1640.19,1575.41,1706.49,India,-8.36
01/06/17,Wheat,1648.55,1574.52,1717.27,India,-23.09
01/05/17,Wheat,1671.64,1585.7,1756.91,India,-5.82
01/04/17,Wheat,1677.46,1594.76,1768.29,India,-44.56
01/03/17,Wheat,1722.02,1616.89,1824.6,India,-115.53
01/02/17,Wheat,1837.55,1734.81,1927.25,India,-50.91
01/01/17,Wheat,1888.46,1794.12,1983.85,India,-19.04
01/12/16,Wheat,1907.5,1810.83,2003.99,India,0.83
01/11/16,Wheat,1906.67,1817.43,2005.7,India,145.74
01/10/16,Wheat,1760.93,1680.28,1855.66,India,14.7
01/09/16,Wheat,1746.23,1674.45,1828.62,India,-6.59
01/08/16,Wheat,1752.82,1681.42,1839.35,India,11.9
01/07/16,Wheat,1740.92,1672.57,1824.85,India,11.74
01/06/16,Wheat,1729.18,1646.8,1830.89,India,65.83
01/05/16,Wheat,1663.35,1574.88,1779.16,India,32.39
01/04/16,Wheat,1630.96,1541.43,1740.09,India,-56.54
01/03/16,Wheat,1687.5,1573.48,1812.42,India,-16.9
01/02/16,Wheat,1704.4,1600.76,1821.6,India,3.73
01/01/16,Wheat,1700.67,1604.64,1818.83,India,29.27
01/12/15,Wheat,1671.4,1572.47,1796.21,India,26.82
01/11/15,Wheat,1644.58,1549.83,1762.52,India,23.64
01/10/15,Wheat,1620.94,1533.7,1729.39,India,64.09
01/09/15,Wheat,1556.85,1479.51,1647.43,India,21.61
01/08/15,Wheat,1535.24,1457.45,1623.83,India,3.41
01/07/15,Wheat,1531.83,1447.61,1629.31,India,0.68
01/06/15,Wheat,1531.15,1426.05,1645.66,India,7.4
01/05/15,Wheat,1523.75,1420.91,1635.24,India,-2.55
01/04/15,Wheat,1526.3,1416.3,1646.18,India,-32.51
01/03/15,Wheat,1558.81,1455.45,1665.69,India,-31.32
01/02/15,Wheat,1590.13,1517.57,1660.14,India,-32.42
01/01/15,Wheat,1622.55,1553.24,1692.87,India,50.65
01/12/14,Wheat,1571.9,1504.74,1644.26,India,13.32
01/11/14,Wheat,1558.58,1488.08,1635.96,India,28.05
01/10/14,Wheat,1530.53,1459.74,1607.04,India,-105.05
01/09/14,Wheat,1635.58,1563.58,1723.07,India,61.95
01/08/14,Wheat,1573.63,1504.54,1659.03,India,27.93
01/07/14,Wheat,1545.7,1471.96,1645.8,India,25.09
01/06/14,Wheat,1520.61,1436.06,1627.94,India,-19.67
01/05/14,Wheat,1540.28,1463.95,1635.9,India,-12.55
01/04/14,Wheat,1552.83,1465.57,1652.59,India,-94.27
01/03/14,Wheat,1647.1,1534.79,1761.95,India,-50.01
01/02/14,Wheat,1697.11,1601.46,1805.4,India,-14.11
01/01/14,Wheat,1711.22,1624.2,1825.52,India,25.91
01/12/13,Wheat,1685.31,1596.25,1803.21,India,27.04
01/11/13,Wheat,1658.27,1573.31,1780.96,India,70.79
01/10/13,Wheat,1587.48,1514.5,1686.75,India,43.44
01/09/13,Wheat,1544.04,1481.59,1625.06,India,19.42
01/08/13,Wheat,1524.62,1467.07,1604.5,India,-25.95
01/07/13,Wheat,1550.57,1482.9,1635.33,India,-21.16
01/06/13,Wheat,1571.73,1489.37,1678.56,India,37.1
01/05/13,Wheat,1534.63,1451.69,1643.44,India,29.73
01/04/13,Wheat,1504.9,1422.75,1603.93,India,-53.68
01/03/13,Wheat,1558.58,1460.47,1662.96,India,-39.97
01/02/13,Wheat,1598.55,1515.19,1702.59,India,33.82
01/01/13,Wheat,1564.73,1490.48,1663.61,India,13.45
01/12/12,Wheat,1551.28,1475.12,1648.95,India,14.5
01/11/12,Wheat,1536.78,1455.62,1637.74,India,74.28
01/10/12,Wheat,1462.5,1382.81,1548.79,India,-33.47
01/09/12,Wheat,1495.97,1419.2,1579.06,India,47.55
01/08/12,Wheat,1448.42,1377.45,1544.38,India,121.6
01/07/12,Wheat,1326.82,1252.74,1432.84,India,70.05
01/06/12,Wheat,1256.77,1173.61,1356.99,India,-36.22
01/05/12,Wheat,1292.99,1217.02,1381.72,India,4.32
01/04/12,Wheat,1288.67,1220.56,1368.49,India,41.46
01/03/12,Wheat,1247.21,1172.23,1333.38,India,51.09
01/02/12,Wheat,1196.12,1135.29,1264.75,India,6.47
01/01/12,Wheat,1189.65,1130.3,1261.74,India,65.65
01/12/11,Wheat,1124,1071.71,1197.73,India,6.46
01/11/11,Wheat,1117.54,1067.37,1194.07,India,22.99
01/10/11,Wheat,1094.55,1043.41,1156.77,India,-16.54
01/09/11,Wheat,1111.09,1061.9,1173.21,India,-22.93
01/08/11,Wheat,1134.02,1082.9,1194.45,India,-22.77
01/07/11,Wheat,1156.79,1100.12,1221.88,India,-7.49
01/06/11,Wheat,1164.28,1096.84,1233.73,India,-40.54
01/05/11,Wheat,1204.82,1142.95,1276.26,India,-8.4
01/04/11,Wheat,1213.22,1146.65,1291.46,India,-49
01/03/11,Wheat,1262.22,1191.44,1343.42,India,-49.41
01/02/11,Wheat,1311.63,1243.19,1395.26,India,-6.3
01/01/11,Wheat,1317.93,1252.25,1412.28,India,24
01/12/10,Wheat,1293.93,1223.13,1400.46,India,26
01/11/10,Wheat,1267.93,1199.62,1377.61,India,30.19
01/10/10,Wheat,1237.74,1170.73,1334.04,India,10.53
01/09/10,Wheat,1227.21,1167.78,1321.41,India,-14.57
01/08/10,Wheat,1241.78,1186.38,1335.93,India,-1.28
01/07/10,Wheat,1243.06,1183.84,1339.71,India,3.79
01/06/10,Wheat,1239.27,1172.71,1343.68,India,25.31
01/05/10,Wheat,1213.96,1148.49,1312.93,India,9.83
01/04/10,Wheat,1204.13,1138.41,1288.1,India,-62.66
01/03/10,Wheat,1266.79,1186.14,1362.86,India,-98.19
01/02/10,Wheat,1364.98,1283.93,1459.36,India,-59.18
01/01/10,Wheat,1424.16,1347.39,1521.63,India,
01/03/25,Rice,3647.06,3523.74,3775.14,India,12.06
01/02/25,Rice,3635,3495.65,3779.27,India,29.67
01/01/25,Rice,3605.33,3460.85,3761.34,India,-3.43
01/12/24,Rice,3608.76,3465.1,3772.48,India,9.83
01/11/24,Rice,3598.93,3453,3755.77,India,7.4
01/10/24,Rice,3591.53,3433.84,3750.16,India,18.37
01/09/24,Rice,3573.16,3420.97,3736.73,India,36.7
01/08/24,Rice,3536.46,3384.06,3695.97,India,43.14
01/07/24,Rice,3493.32,3338.84,3654.44,India,63.53
01/06/24,Rice,3429.79,3282.85,3593.54,India,8.07
01/05/24,Rice,3421.72,3272.42,3575.1,India,27.73
01/04/24,Rice,3393.99,3252.31,3539.28,India,-28.9
01/03/24,Rice,3422.89,3268.4,3586.86,India,55.76
01/02/24,Rice,3367.13,3224.86,3516.38,India,52.23
01/01/24,Rice,3314.9,3168.21,3468.93,India,-3.07
01/12/23,Rice,3317.97,3164.37,3487.61,India,-10.98
01/11/23,Rice,3328.95,3170.69,3500.72,India,38.65
01/10/23,Rice,3290.3,3148.58,3444.87,India,31.27
01/09/23,Rice,3259.03,3114.49,3408.11,India,-37.31
01/08/23,Rice,3296.34,3148.07,3464.83,India,121.66
01/07/23,Rice,3174.68,3028.46,3337.86,India,89.26
01/06/23,Rice,3085.42,2949.01,3243.35,India,30.34
01/05/23,Rice,3055.08,2918.64,3212.35,India,38.88
01/04/23,Rice,3016.2,2885.2,3156.74,India,3.06
01/03/23,Rice,3013.14,2884.04,3153.32,India,-8.12
01/02/23,Rice,3021.26,2890.14,3166.99,India,47.04
01/01/23,Rice,2974.22,2851.57,3110.16,India,33.56
01/12/22,Rice,2940.66,2819.56,3078.03,India,-35.74
01/11/22,Rice,2976.4,2851.5,3116.22,India,-29
01/10/22,Rice,3005.4,2871.88,3154.65,India,-51.55
01/09/22,Rice,3056.95,2933,3197.34,India,44.19
01/08/22,Rice,3012.76,2887.51,3155.69,India,99.33
01/07/22,Rice,2913.43,2780.24,3060.11,India,3.6
01/06/22,Rice,2909.83,2777.1,3055.31,India,26.18
01/05/22,Rice,2883.65,2753.89,3030.01,India,8.04
01/04/22,Rice,2875.61,2738.61,3020.29,India,7.83
01/03/22,Rice,2867.78,2725.96,3021.35,India,14.26
01/02/22,Rice,2853.52,2711.34,2991.26,India,14.9
01/01/22,Rice,2838.62,2702.3,2970.05,India,54.81
01/12/21,Rice,2783.81,2650.44,2930.58,India,-9.47
01/11/21,Rice,2793.28,2671.74,2930.1,India,30.13
01/10/21,Rice,2763.15,2647.61,2889.78,India,25.8
01/09/21,Rice,2737.35,2619.53,2868.67,India,-3.04
01/08/21,Rice,2740.39,2620.23,2876.06,India,-6.92
01/07/21,Rice,2747.31,2625.33,2890.15,India,8.41
01/06/21,Rice,2738.9,2622.32,2863.5,India,-1.16
01/05/21,Rice,2740.06,2621.45,2870.16,India,33.83
01/04/21,Rice,2706.23,2586.55,2843.07,India,22.79
01/03/21,Rice,2683.44,2567.9,2808.79,India,20.25
01/02/21,Rice,2663.19,2548.25,2788.64,India,27.71
01/01/21,Rice,2635.48,2528.84,2752.71,India,1.16
01/12/20,Rice,2634.32,2522.01,2752.12,India,-53.4
01/11/20,Rice,2687.72,2578.07,2806.53,India,-27.47
01/10/20,Rice,2715.19,2615.93,2824.98,India,-56.75
01/09/20,Rice,2771.94,2663.05,2892.73,India,-18.43
01/08/20,Rice,2790.37,2664.6,2929.87,India,-11.35
01/07/20,Rice,2801.72,2679.05,2943.66,India,0.61
01/06/20,Rice,2801.11,2676.53,2938.64,India,-32.98
01/05/20,Rice,2834.09,2706.48,2981.05,India,4.66
01/04/20,Rice,2829.43,2726.28,2950.8,India,29.82
01/03/20,Rice,2799.61,2675.75,2947.52,India,21.16
01/02/20,Rice,2778.45,2654.16,2924.6,India,9.56
01/01/20,Rice,2768.89,2648.49,2911.9,India,-52.12
01/12/19,Rice,2821.01,2674.95,2979.74,India,-29.88
01/11/19,Rice,2850.89,2688.57,3027.06,India,23.29
01/10/19,Rice,2827.6,2666.37,2992.65,India,9.1
01/09/19,Rice,2818.5,2664.62,2984.63,India,12
01/08/19,Rice,2806.5,2649.54,2971.36,India,18.29
01/07/19,Rice,2788.21,2636.85,2945.79,India,-8.56
01/06/19,Rice,2796.77,2647.37,2953.72,India,-12.79
01/05/19,Rice,2809.56,2653.35,2968.7,India,16.17
01/04/19,Rice,2793.39,2652.58,2937.12,India,17.27
01/03/19,Rice,2776.12,2622.33,2928.89,India,9.25
01/02/19,Rice,2766.87,2616.51,2924.66,India,20.09
